miRNAs	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV1_23.3	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F			
hsa-miR-98-5p	496	1380	700	933	2439	976	1755	716	1240	462	834	922			
hsa-miR-556-5p	2	1	0	0	1	0	0	1	2	0	2	0			
hsa-let-7a-1-3p	580	941	158	374	457	599	539	863	1331	686	1140	798			
hsa-miR-4470-5p	0	0	0	0	1	0	0	0	0	1	1	1			
hsa-miR-1268b-3p	0	1	0	1	0	0	1	0	1	0	0	0			
hsa-miR-6837-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-384-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1179-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5002-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-149-5p	27	176	30	61	64	68	57	79	68	53	46	53			
hsa-miR-4758-5p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-3942-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4298-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-373-3p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-664b-5p	0	1	0	0	0	1	1	0	0	0	1	0			
hsa-miR-5684-5p	0	1	0	1	3	0	0	2	0	2	0	1			
hsa-miR-6795-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6855-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-6814-3p	1	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-591-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3622a-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-581-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5695-5p	0	0	0	0	0	0	1	0	0	0	0	1			
hsa-miR-605-5p	0	0	0	0	0	1	0	0	0	0	0	1			
hsa-miR-151b-3p	87	93	26	158	69	34	55	128	292	57	77	119			
hsa-miR-6865-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3619-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4455-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1236-3p	0	2	0	1	0	0	0	0	1	0	0	1			
hsa-miR-33a-5p	12	30	7	7	24	25	18	14	28	15	23	13			
hsa-miR-3909-3p	0	14	7	7	9	4	7	10	7	5	5	7			
hsa-miR-1343-5p	0	0	1	0	1	0	0	0	0	0	0	0			
hsa-miR-548a-1-3p	1	0	0	1	7	0	0	1	2	0	0	0			
hsa-miR-28-5p	37	142	28	71	288	60	206	68	97	71	52	177			
hsa-miR-185-5p	123	376	146	224	799	222	894	123	205	107	141	136			
hsa-miR-663b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6860-3p	0	0	0	0	0	0	0	0	0	0	1	1			
hsa-miR-3910-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3161-5p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-7850-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4519-5p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-let-7f-1-3p	54	65	19	25	37	52	36	37	77	33	44	40			
hsa-miR-8089-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-374a-3p	168	177	58	123	69	70	42	280	334	128	200	236			
hsa-miR-6511a-1-5p	0	2	1	1	1	0	0	0	1	1	0	1			
hsa-miR-378c-5p	980	3092	885	1734	2370	1535	1692	2199	1716	1022	1650	1542			
hsa-miR-937-5p	0	0	0	1	0	0	1	1	1	0	1	0			
hsa-miR-10a-3p	45	135	34	50	97	57	47	49	77	45	56	53			
hsa-miR-1307-5p	91	77	33	51	73	47	43	68	173	43	101	70			
hsa-miR-31-5p	693	1337	286	529	4590	821	3049	763	778	434	432	967			
hsa-miR-6875-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548c-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6868-3p	7	31	5	14	13	23	17	13	39	16	26	16			
hsa-miR-6809-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3938-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-8075-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-124-1-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4478-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-3976-5p	0	0	0	0	1	0	1	0	0	0	0	0			
hsa-miR-4763-5p	0	0	0	0	0	0	1	0	2	0	0	0			
hsa-miR-378f-3p	27	68	20	52	56	39	50	43	43	21	38	45			
hsa-miR-320e-3p	3	11	2	3	8	3	14	3	10	1	7	2			
hsa-miR-374b-5p	352	767	181	391	484	354	326	497	663	459	439	679			
hsa-miR-4672-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3174-5p	0	0	1	1	1	0	0	0	0	0	0	1			
hsa-miR-1305-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6852-5p	1	0	0	1	0	0	0	0	0	0	0	2			
hsa-miR-4773-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1910-5p	1	5	0	5	3	1	1	1	3	3	1	2			
hsa-miR-6723-3p	3	0	0	1	2	0	1	2	4	2	3	0			
hsa-let-7b-3p	44	169	57	91	80	91	74	74	163	59	97	68			
hsa-miR-1244-2-5p	0	0	0	1	0	0	1	0	0	0	1	0			
hsa-miR-892c-3p	0	0	0	0	1	0	0	1	1	0	0	0			
hsa-miR-193b-3p	42	61	31	41	67	43	49	40	84	38	91	57			
hsa-miR-5088-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-378i-5p	484	1124	418	773	591	664	593	967	633	436	724	683			
hsa-miR-625-5p	0	1	2	0	7	2	4	0	3	1	2	1			
hsa-miR-6728-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-675-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-548i-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4284-5p	0	26	7	21	76	21	52	22	17	8	5	12			
hsa-miR-7846-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4646-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-543-3p	0	3	1	3	1	0	2	2	7	0	21	2			
hsa-miR-4461-3p	5	7	6	22	9	5	5	8	11	1	4	11			
hsa-miR-6795-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4725-5p	0	1	0	0	0	0	0	0	0	0	1	0			
hsa-miR-218-1-5p	1088	2112	395	835	1052	1159	1048	1928	2356	1702	2905	2327			
hsa-miR-3178-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4794-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3194-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-3164-5p	0	2	0	0	1	0	0	0	0	0	0	0			
hsa-miR-21-3p	728	1521	474	725	1082	780	839	996	953	498	937	732			
hsa-miR-514b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-603-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3939-3p	0	0	0	0	0	0	1	0	1	0	2	0			
hsa-miR-4743-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1197-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-302c-3p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-193b-5p	2	1	1	2	1	3	8	5	3	1	3	1			
hsa-miR-297-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548ac-5p	0	0	0	0	0	0	0	0	1	1	0	0			
hsa-miR-5089-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-154-5p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-548d-1-3p	0	0	0	0	0	0	0	1	0	0	2	0			
hsa-miR-1233-2-3p	0	0	0	0	0	1	1	0	0	0	0	0			
hsa-miR-650-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4425-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-130b-5p	68	215	61	178	101	140	114	91	225	80	203	100			
hsa-miR-29c-3p	14	38	4	18	43	35	46	30	23	22	31	39			
hsa-miR-4524a-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4286-5p	11	27	5	16	15	11	9	16	20	5	37	7			
hsa-miR-527-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4636-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-124-3-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1237-3p	1	2	0	1	0	0	3	0	3	0	1	0			
hsa-miR-3614-5p	1	2	0	0	2	1	1	3	2	3	0	1			
hsa-miR-6868-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6828-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-3158-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5090-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-625-3p	68	79	28	73	100	44	60	46	51	27	47	44			
hsa-miR-24-1-3p	4370	14390	3470	5364	15471	12080	13822	7638	8269	4123	6282	7812			
hsa-miR-4487-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-510-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6874-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4423-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-147a-3p	0	0	1	0	0	0	0	0	1	0	4	0			
hsa-miR-3648-2-3p	0	4	1	3	3	1	4	1	3	2	4	2			
hsa-miR-7853-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6807-3p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3190-3p	1	0	0	0	0	0	1	1	1	0	0	0			
hsa-miR-514a-2-3p	0	1	0	0	0	0	0	0	1	1	0	0			
hsa-miR-1972-2-3p	2	2	0	3	4	1	1	0	1	0	2	1			
hsa-miR-7641-2-5p	27	29	9	32	26	43	38	52	49	23	41	20			
hsa-miR-6890-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6071-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3614-3p	0	0	0	0	0	0	1	3	1	0	2	3			
hsa-miR-6724-4-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4422-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-424-5p	142	264	44	84	1178	57	177	104	126	77	63	231			
hsa-miR-4504-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6724-2-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6739-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4309-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-616-5p	0	0	0	0	1	0	1	0	1	0	0	0			
hsa-miR-1289-1-5p	0	2	2	1	0	0	0	0	0	0	0	2			
hsa-miR-135a-2-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-4749-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-517b-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-4644-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548am-3p	0	2	1	2	2	2	0	2	3	0	5	1			
hsa-miR-6864-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-4524a-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-652-3p	36	92	30	32	108	35	92	43	90	27	52	45			
hsa-miR-6742-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5191-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4676-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-138-1-5p	1	1	0	1	0	0	1	1	0	0	0	0			
hsa-miR-7108-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-3913-1-5p	3	6	3	7	4	0	3	1	11	6	2	2			
hsa-miR-3121-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6814-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6880-3p	0	0	0	0	0	1	0	0	1	0	1	0			
hsa-miR-1261-5p	0	1	1	0	0	0	0	1	0	1	0	0			
hsa-miR-4522-3p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-6862-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6511a-3-3p	2	5	0	1	1	0	1	1	4	0	0	1			
hsa-miR-5588-5p	1	2	0	1	0	1	3	1	0	0	0	1			
hsa-miR-3912-3p	6	12	3	6	8	13	8	20	27	20	24	32			
hsa-miR-128-1-5p	0	4	2	1	3	0	3	2	0	0	2	1			
hsa-miR-548bb-5p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-3680-2-5p	0	0	0	0	0	1	1	0	0	0	0	0			
hsa-miR-4683-3p	3	14	2	9	7	11	8	22	9	6	10	12			
hsa-miR-629-3p	0	1	0	1	0	1	1	0	1	0	0	0			
hsa-miR-548a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-8085-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-4772-5p	0	1	0	0	0	0	0	0	1	0	0	0			
hsa-miR-483-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-195-3p	8	9	0	9	6	5	3	5	10	6	7	3			
hsa-miR-4487-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548x-3p	25	34	9	26	39	25	32	30	32	19	33	20			
hsa-miR-1255a-3p	1	0	0	2	0	2	0	0	3	0	1	0			
hsa-miR-609-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6869-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-3180-3-3p	1	0	1	0	1	0	0	0	1	0	0	0			
hsa-miR-585-3p	9	21	6	7	18	6	4	12	6	8	7	6			
hsa-let-7c-3p	1	0	0	0	1	0	0	0	1	0	1	0			
hsa-miR-518a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4501-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3919-3p	1	8	1	4	9	2	13	4	3	4	12	3			
hsa-miR-6838-5p	0	0	0	0	0	0	1	1	0	0	0	0			
hsa-miR-1263-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548v-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1202-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4757-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-671-5p	25	51	35	59	49	57	116	18	24	23	21	22			
hsa-miR-6730-3p	0	0	1	0	0	0	0	0	0	0	0	0			
hsa-miR-5591-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-218-1-3p	0	0	2	1	1	0	1	1	0	2	2	2			
hsa-miR-5100-3p	11	32	4	12	4	23	5	12	13	2	7	4			
hsa-miR-486-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1302-11-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-6861-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3910-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1283-2-5p	8	8	0	5	4	0	0	2	3	2	0	4			
hsa-miR-4671-5p	1	3	1	0	1	2	0	0	0	1	1	0			
hsa-miR-125a-3p	7	29	8	16	33	11	17	7	17	14	10	9			
hsa-miR-3674-5p	0	2	0	1	0	1	0	1	3	0	0	0			
hsa-miR-3670-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4755-5p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-676-3p	2	1	0	0	2	1	1	0	1	0	0	0			
hsa-miR-4297-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6862-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4677-5p	0	2	0	0	2	0	1	1	4	1	2	1			
hsa-miR-1255b-1-5p	0	1	0	0	1	0	0	0	0	0	0	0			
hsa-miR-1244-1-5p	0	0	0	1	0	0	1	0	0	0	1	0			
hsa-miR-6813-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4435-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3925-3p	1	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-302b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-181b-2-3p	0	0	0	0	1	0	1	1	3	2	3	1			
hsa-miR-4796-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-887-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6873-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-663b-3p	1	0	0	3	2	1	3	0	4	1	0	1			
hsa-miR-6505-5p	0	2	0	0	1	0	1	0	0	0	0	1			
hsa-miR-484-5p	119	307	81	147	547	162	538	74	122	106	189	308			
hsa-miR-3143-5p	0	2	0	0	0	0	1	0	1	0	1	0			
hsa-miR-4686-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3689b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4527-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-4779-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-2277-3p	0	3	0	0	2	0	0	1	2	0	0	1			
hsa-miR-3617-5p	0	0	2	2	1	0	5	2	2	0	0	0			
hsa-miR-15a-3p	0	1	0	0	0	0	0	1	1	0	0	0			
hsa-miR-551a-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-508-3p	0	1	0	0	0	0	0	0	0	1	0	0			
hsa-miR-4662b-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-1244-4-5p	0	0	0	1	0	0	1	0	0	0	1	0			
hsa-miR-548s-3p	0	1	0	0	4	0	1	0	0	1	0	3			
hsa-miR-6834-3p	0	1	1	0	0	0	1	0	0	0	0	0			
hsa-miR-6780a-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6871-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1293-3p	1	3	0	1	2	0	1	2	4	0	2	1			
hsa-miR-6731-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3678-5p	0	0	1	0	0	1	0	0	0	1	0	0			
hsa-miR-4691-3p	1	2	0	0	0	0	0	0	1	0	0	0			
hsa-miR-4742-3p	1	0	2	1	0	0	5	1	0	2	1	1			
hsa-miR-647-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-519a-1-5p	1	1	0	1	1	0	0	0	0	0	2	1			
hsa-miR-27b-5p	23	43	2	16	30	4	22	7	28	10	12	6			
hsa-miR-24-1-5p	1	13	1	2	12	4	6	1	7	0	6	0			
hsa-miR-649-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-4699-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-126-3p	85	296	56	106	830	164	393	101	164	95	105	218			
hsa-miR-4482-3p	0	0	1	0	0	0	1	1	0	0	2	2			
hsa-miR-5187-5p	0	0	0	0	0	1	0	1	1	0	0	0			
hsa-miR-6747-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7-3-5p	981	2328	902	3276	643	913	1284	844	3002	1594	4629	1413			
hsa-miR-135a-1-5p	1	1	0	0	2	0	1	1	3	0	1	4			
hsa-miR-4723-3p	0	1	0	0	0	0	0	0	0	0	1	0			
hsa-miR-548ag-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6073-5p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-6789-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-32-3p	14	32	5	17	17	15	13	13	33	16	20	13			
hsa-miR-4467-5p	0	3	1	2	0	2	4	0	0	0	2	0			
hsa-miR-216b-5p	0	0	0	0	0	2	1	0	0	0	1	0			
hsa-miR-576-5p	13	22	2	17	15	9	5	14	25	7	14	13			
hsa-miR-1236-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-4525-3p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-3148-5p	0	4	2	3	1	0	1	0	1	0	2	0			
hsa-miR-6516-3p	0	0	2	3	10	0	13	4	5	2	4	0			
hsa-miR-1304-5p	0	4	1	5	7	3	2	1	2	2	0	1			
hsa-miR-4754-5p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-4687-3p	1	0	0	0	0	0	0	0	0	2	0	0			
hsa-miR-548ac-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4776-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1255b-2-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-631-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-29a-3p	3958	9988	3739	4227	9937	9582	11160	6484	6647	3748	7784	6628			
hsa-miR-6729-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-548f-1-3p	4	5	5	2	3	4	1	9	6	3	13	5			
hsa-miR-548aq-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6832-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-8072-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1915-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1324-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4260-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-129-1-3p	0	0	0	0	2	1	0	0	0	0	0	0			
hsa-miR-602-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-524-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5696-5p	0	0	0	0	1	0	0	0	0	0	1	1			
hsa-miR-4510-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-6773-3p	0	1	0	0	0	1	0	0	0	0	0	0			
hsa-miR-16-1-5p	135	466	79	229	964	201	451	182	210	170	137	439			
hsa-miR-3199-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-18b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6779-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4674-3p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-let-7a-3-3p	580	941	158	374	457	599	538	863	1331	686	1140	798			
hsa-miR-491-3p	2	0	0	0	0	1	0	0	2	0	2	1			
hsa-miR-216a-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-140-3p	121	137	35	117	155	65	124	100	153	73	62	66			
hsa-miR-548x-5p	3	2	1	1	1	0	0	1	1	0	0	2			
hsa-miR-3144-3p	0	0	0	0	0	0	0	0	0	0	0	2			
hsa-miR-30a-3p	167	327	295	284	335	394	366	312	421	125	411	202			
hsa-miR-1538-3p	0	1	1	1	0	0	0	0	0	0	0	0			
hsa-miR-4999-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-516b-1-5p	7	0	0	0	4	0	0	1	3	2	0	1			
hsa-miR-570-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-578-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-187-3p	0	2	0	1	0	1	0	2	1	0	0	0			
hsa-miR-651-5p	36	104	14	52	46	22	18	140	70	133	44	137			
hsa-miR-6511a-2-5p	0	2	1	1	1	0	0	0	1	1	0	1			
hsa-miR-182-3p	3	15	2	4	6	4	7	9	11	5	10	4			
hsa-miR-181b-1-5p	192	591	226	443	574	379	587	309	599	322	468	291			
hsa-miR-196a-2-5p	18	189	24	94	173	41	109	32	57	55	37	38			
hsa-miR-92a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-2278-5p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-1273e-3p	4	10	5	10	8	6	2	6	16	3	6	9			
hsa-miR-5091-5p	0	1	0	1	0	1	0	0	2	1	1	2			
hsa-miR-1269a-3p	26	92	39	74	90	60	84	57	76	31	32	46			
hsa-miR-6800-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-548k-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6083-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4502-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-3180-1-3p	1	0	1	0	1	0	0	0	1	0	0	0			
hsa-miR-542-3p	156	229	52	167	409	52	91	221	386	201	142	240			
hsa-miR-6835-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-4693-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-26b-3p	1	15	4	2	7	4	6	3	7	6	6	7			
hsa-miR-206-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-34a-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-9-3-5p	63	114	30	79	98	37	59	166	125	65	59	158			
hsa-miR-6748-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-33b-3p	0	1	0	0	3	0	4	0	4	0	1	0			
hsa-miR-4460-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3657-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-1-2-3p	3	12	1	7	11	7	7	4	5	5	1	9			
hsa-miR-521-2-3p	0	0	0	0	1	0	0	0	0	0	0	1			
hsa-miR-106b-5p	225	362	89	131	693	196	493	265	360	249	469	303			
hsa-miR-891a-5p	0	0	0	0	0	1	1	0	1	0	1	2			
hsa-miR-3129-3p	0	4	1	2	2	0	0	0	0	2	1	5			
hsa-miR-660-3p	0	0	0	0	2	1	1	0	0	0	1	0			
hsa-miR-4668-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-7515-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3132-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-8071-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548i-3-5p	1	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-6511a-1-3p	2	5	0	1	1	0	1	1	4	0	0	1			
hsa-miR-516b-2-5p	3	0	0	0	2	0	0	1	3	2	0	0			
hsa-miR-4424-3p	0	1	0	0	0	0	2	0	1	0	1	0			
hsa-miR-548f-4-3p	4	5	4	2	3	3	1	8	7	3	9	4			
hsa-miR-6818-3p	1	4	0	0	0	1	3	2	3	2	2	2			
hsa-miR-1972-1-3p	2	2	0	3	4	1	1	0	1	0	2	1			
